QUESTION_ID;FIRST_SUBJECT;SECOND_SUBJECT;THIRD_SUBJECT;VALIDITY
9;Operações Unitárias;;;True
10;Fenômenos de Transporte;;;True
11;Físico-química e Termodinâmica aplicada;Química e Bioquímica de Alimentos;;True
12;Bioengenharia e Biotecnologia de Alimentos;Química e Bioquímica de Alimentos;;True
13;Operações Unitárias;;;True
14;Química e Bioquímica de Alimentos;;;True
15;Tecnologia de alimentos de origem animal e vegetal;;;True
16;Operações Unitárias;Tecnologias limpas e novas tecnologias;;False
17;Estatística;Análise Sensorial;;True
18;Química e Bioquímica de Alimentos;Operações Unitárias;;True
19;Físico-química de alimentos e Termodinâmica Aplicada;;;True
20;Mecânica dos Sólidos;Embalagens;;True
21;Instrumentação;Controle e Automação;;False
22;Eletricidade Aplicada;;;True
23;Operações Unitárias;Processos de Conservação;;True
24;Gestão e controle de qualidade;Processos de Conservação;Tecnologias limpas e novas tecnologias;True
25;Tecnologias limpas e novas tecnologias;Tratamento de Resíduos da Indústria de Alimento;;True
26;Processos de Conservação;Tecnologias limpas e novas tecnologias;;True
27;Tecnologias limpas e novas tecnologias;Tratamento de Resíduos da Indústria de Alimento;;False
28;Embalagens;;;True
29;Projetos de Indústrias de Alimentos;;;True
30;Química analítica e instrumental;;;True
31;Gestão e Controle de Qualidade;;;False
32;Higiene na Indústria de Alimentos;;;True
33;Estatística;Gestão e Controle de Qualidade;;True
34;Gestão e Controle de Qualidade;Microbiologia de Alimentos;;True
35;Operações Unitárias;Processos de Conservação;;True
